tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
696,E8_3,50.56,14.56,643,0.16,#NAME?,2.1,0,tripinfo_w1.60 fcd_w1.60,53,w1.60,0,230.99,1.05,0,36.3,Car,,1,29
696,E10_2,59.5,13.41,660,0,#NAME?,2.1,0,tripinfo_e1.55 fcd_e1.55,36,e1.55,0,230.72,0.97,0,18.55,Car,,1,12
697,E8_3,50.56,14.21,654,0.45,#NAME?,2.1,0,tripinfo_w1.61 fcd_w1.61,43,w1.61,0,230.99,1.02,0,26.25,Car,,1,20
698,E8_3,50.56,16.88,665,0.73,#NAME?,2.1,0,tripinfo_w1.62 fcd_w1.62,33,w1.62,0,230.99,1.22,0,19.01,Car,,1,11
699,E2_2,63.53,13.51,631,0.52,#NAME?,2.1,0,tripinfo_w3.62 fcd_w3.62,68,w3.62,0,190.93,0.97,0,52.72,Car,,1,43
700,E8_3,50.56,15.22,675,0.02,#NAME?,2.1,0,tripinfo_w1.63 fcd_w1.63,25,w1.63,0,230.99,1.1,0,8.89,Car,,1,1
702,E2_2,63.53,12.24,641,0.35,#NAME?,2.1,0,tripinfo_w3.63 fcd_w3.63,61,w3.63,0,190.93,0.88,0,43.87,Car,,1,34
702,E10_2,59.5,13.76,684,0,#NAME?,2.1,0,tripinfo_e1.57 fcd_e1.57,18,e1.57,0,230.72,0.99,0,0.91,Car,,0,0
702,E8_3,50.56,15.8,686,0.3,#NAME?,2.1,0,tripinfo_w1.64 fcd_w1.64,16,w1.64,0,230.99,1.14,0,1.1,Car,,0,0
703,E2_2,63.53,16.37,651,0.18,#NAME?,2.1,0,tripinfo_w3.64 fcd_w3.64,52,w3.64,0,190.93,1.18,0,39.29,Car,,1,26
705,E2_2,63.53,15.25,661,0.02,#NAME?,2.1,0,tripinfo_w3.65 fcd_w3.65,44,w3.65,0,190.93,1.1,0,30.19,Car,,1,17
706,E2_2,63.53,14.75,672,0.85,#NAME?,2.1,0,tripinfo_w3.66 fcd_w3.66,34,w3.66,0,190.93,1.06,0,20.51,Car,,1,8
708,E9_2,52.3,11.01,686,2,#NAME?,2.1,0,tripinfo_e3.19 fcd_e3.19,22,e3.19,0,194.23,0.79,0,2.64,Car,,0,0
709,E2_2,63.53,13.39,682,0.68,#NAME?,2.1,0,tripinfo_w3.67 fcd_w3.67,27,w3.67,0,190.93,0.96,0,11.65,Car,,0,0
711,E2_2,63.53,15.9,692,0.51,#NAME?,2.1,0,tripinfo_w3.68 fcd_w3.68,19,w3.68,0,190.93,1.14,0,5.96,Car,,0,0
716,E10_2,59.5,12.61,696,0,#NAME?,2.1,0,tripinfo_e1.58 fcd_e1.58,20,e1.58,0,230.72,0.91,0,0.81,Car,,0,0
717,E8_2,50.56,12.88,697,0.59,#NAME?,2.1,0,tripinfo_w1.65 fcd_w1.65,20,w1.65,0,230.99,0.93,0,1.25,Car,,0,0
719,E8_2,50.56,11.95,701,1,#NAME?,2.1,0,tripinfo_s3.14 fcd_s3.14,18,s3.14,0,172.11,0.86,0,2.72,Car,,0,0
722,E2_2,63.53,11.38,702,0.34,#NAME?,2.1,0,tripinfo_w3.69 fcd_w3.69,20,w3.69,0,190.93,0.82,0,2.3,Car,,0,0
724,E8_2,50.56,18.22,708,0.88,#NAME?,2.1,0,tripinfo_w1.66 fcd_w1.66,16,w1.66,0,230.99,1.31,0,2.46,Car,,0,0
726,E10_2,59.5,14.27,708,0,#NAME?,2.1,0,tripinfo_e1.59 fcd_e1.59,18,e1.59,0,230.72,1.03,0,0.95,Car,,0,0
729,E2_4,63.53,15.22,601,1,#NAME?,2.1,0,tripinfo_e2.50 fcd_e2.50,128,e2.50,0,186.34,1.1,0,114.34,Car,,1,110
729,E2_2,63.53,15.58,712,0.17,#NAME?,2.1,0,tripinfo_w3.70 fcd_w3.70,17,w3.70,0,190.93,1.12,0,3.87,Car,,0,0
730,E2_4,63.53,15.74,613,1,#NAME?,2.1,0,tripinfo_e2.51 fcd_e2.51,117,e2.51,0,186.34,1.13,0,104.12,Car,,1,98
731,E9_3,52.3,14.12,601,1.02,#NAME?,2.1,0,tripinfo_w2.38 fcd_w2.38,130,w2.38,0,235.55,1.02,0,112.35,Car,,1,108
731,E9_4,52.3,13.59,616,0.23,#NAME?,2.1,0,tripinfo_w2.39 fcd_w2.39,115,w2.39,0,231.23,0.98,0,96.97,Car,,1,92
732,E2_4,63.53,13.47,625,1,#NAME?,2.1,0,tripinfo_e2.52 fcd_e2.52,107,e2.52,0,186.34,0.97,0,92.21,Car,,1,87
732,E9_4,52.3,13.95,648,0.65,#NAME?,2.1,0,tripinfo_w2.41 fcd_w2.41,84,w2.41,0,231.23,1,0,66.82,Car,,1,60
733,E2_4,63.53,13.68,637,1,#NAME?,2.1,0,tripinfo_e2.53 fcd_e2.53,96,e2.53,0,186.34,0.98,0,81.75,Car,,1,76
734,E9_3,52.3,12.15,632,0.44,#NAME?,2.1,0,tripinfo_w2.40 fcd_w2.40,102,w2.40,0,235.55,0.87,0,81.35,Car,,1,77
734,E9_4,52.3,13.95,679,0.07,#NAME?,2.1,0,tripinfo_w2.43 fcd_w2.43,55,w2.43,0,231.23,1,0,37.03,Car,,1,31
735,E2_4,63.53,15.86,649,1,#NAME?,2.1,0,tripinfo_e2.54 fcd_e2.54,86,e2.54,0,186.34,1.14,0,72.87,Car,,1,66
735,E9_3,52.3,15.43,664,0.86,#NAME?,2.1,0,tripinfo_w2.42 fcd_w2.42,71,w2.42,0,235.55,1.11,0,54.83,Car,,1,47
735,E9_4,52.3,13.75,711,0.5,#NAME?,2.1,0,tripinfo_w2.45 fcd_w2.45,24,w2.45,0,231.23,0.99,0,6.17,Car,,0,0
736,E9_3,52.3,15.82,695,0.28,#NAME?,2.1,0,tripinfo_w2.44 fcd_w2.44,41,w2.44,0,235.55,1.14,0,25.38,Car,,1,17
737,E2_4,63.53,12.72,661,1,#NAME?,2.1,0,tripinfo_e2.55 fcd_e2.55,76,e2.55,0,186.34,0.92,0,60.05,Car,,1,55
738,E2_4,63.53,13.63,673,1,#NAME?,2.1,0,tripinfo_e2.56 fcd_e2.56,65,e2.56,0,186.34,0.98,0,50.44,Car,,1,44
739,E2_4,63.53,15.16,685,1,#NAME?,2.1,0,tripinfo_e2.57 fcd_e2.57,54,e2.57,0,186.34,1.09,0,41.11,Car,,1,34
741,E2_4,63.53,14,697,1,#NAME?,2.1,0,tripinfo_e2.58 fcd_e2.58,44,e2.58,0,186.34,1.01,0,29.62,Car,,1,23
741,E9_2,52.3,13.26,722,2,#NAME?,2.1,0,tripinfo_e3.20 fcd_e3.20,19,e3.20,0,194.23,0.95,0,3.14,Car,,0,0
742,E2_4,63.53,13.15,709,1,#NAME?,2.1,0,tripinfo_e2.59 fcd_e2.59,33,e2.59,0,186.34,0.95,0,18.13,Car,,1,12
744,E2_4,63.53,14.64,721,1,#NAME?,2.1,0,tripinfo_e2.60 fcd_e2.60,23,e2.60,0,186.34,1.05,0,9.02,Car,,1,2
748,E9_3,52.3,12.24,727,0.71,#NAME?,2.1,0,tripinfo_w2.46 fcd_w2.46,21,w2.46,0,235.55,0.88,0,0.91,Car,,0,0
748,E2_4,63.53,14.47,733,1,#NAME?,2.1,0,tripinfo_e2.61 fcd_e2.61,15,e2.61,0,186.34,1.04,0,1.3,Car,,0,0
758,E2_2,63.53,14.31,636,0.2,#NAME?,2.1,0,tripinfo_n1.71 fcd_n1.71,122,n1.71,0,198.73,1.03,0,107.5,Car,,1,103
759,E9_2,52.3,14.77,640,0,#NAME?,2.1,0,tripinfo_s1.128 fcd_s1.128,119,s1.128,0,198.26,1.06,0,105.39,Car,,1,101
759,E9_3,52.3,14.69,645,0,#NAME?,2.1,0,tripinfo_s1.129 fcd_s1.129,114,s1.129,0,198.26,1.06,0,100.36,Car,,1,95
759,E2_3,63.53,12.37,663,0.33,#NAME?,2.1,0,tripinfo_n1.74 fcd_n1.74,96,n1.74,0,198.73,0.89,0,79.32,Car,,1,73
760,E2_2,63.53,13.26,672,0.38,#NAME?,2.1,0,tripinfo_n1.75 fcd_n1.75,88,n1.75,0,198.73,0.95,0,72.24,Car,,1,66
760,E2_3,63.53,13.66,681,0.42,#NAME?,2.1,0,tripinfo_n1.76 fcd_n1.76,79,n1.76,0,198.73,0.98,0,64.12,Car,,1,56
761,E9_2,52.3,14.14,650,0,#NAME?,2.1,0,tripinfo_s1.130 fcd_s1.130,111,s1.130,0,198.26,1.02,0,96.46,Car,,1,91
761,E9_3,52.3,13.79,655,0,#NAME?,2.1,0,tripinfo_s1.131 fcd_s1.131,106,s1.131,0,198.26,0.99,0,91.32,Car,,1,86
761,E2_2,63.53,13.98,690,0.47,#NAME?,2.1,0,tripinfo_n1.77 fcd_n1.77,71,n1.77,0,198.73,1.01,0,56.32,Car,,1,49
761,E2_3,63.53,14.8,699,0.51,#NAME?,2.1,0,tripinfo_n1.78 fcd_n1.78,62,n1.78,0,198.73,1.07,0,48.5,Car,,1,39
762,E2_2,63.53,14.04,708,0.56,#NAME?,2.1,0,tripinfo_n1.79 fcd_n1.79,54,n1.79,0,198.73,1.01,0,39.71,Car,,1,33
763,E9_2,52.3,13.44,660,0,#NAME?,2.1,0,tripinfo_s1.132 fcd_s1.132,103,s1.132,0,198.26,0.97,0,87.5,Car,,1,82
763,E2_3,63.53,13.7,717,0.6,#NAME?,2.1,0,tripinfo_n1.80 fcd_n1.80,46,n1.80,0,198.73,0.99,0,30.82,Car,,1,23
764,E9_2,52.3,15.1,670,0,#NAME?,2.1,0,tripinfo_s1.134 fcd_s1.134,94,s1.134,0,198.26,1.09,0,80.39,Car,,1,74
764,E2_2,63.53,15.78,726,0.65,#NAME?,2.1,0,tripinfo_n1.81 fcd_n1.81,38,n1.81,0,198.73,1.14,0,24.46,Car,,1,16
764,E2_3,63.53,13.21,735,0.69,#NAME?,2.1,0,tripinfo_n1.82 fcd_n1.82,29,n1.82,0,198.73,0.95,0,13.68,Car,,1,6
765,E9_3,52.3,10.94,665,0,#NAME?,2.1,0,tripinfo_s1.133 fcd_s1.133,100,s1.133,0,198.26,0.79,0,81.25,Car,,1,77
765,E2_2,63.53,13.97,744,0.74,#NAME?,2.1,0,tripinfo_n1.83 fcd_n1.83,21,n1.83,0,198.73,1.01,0,6.28,Car,,0,0
766,E9_3,52.3,15.94,675,0,#NAME?,2.1,0,tripinfo_s1.135 fcd_s1.135,91,s1.135,0,198.26,1.19,0,78.59,Car,,1,68
766,E9_2,52.3,12.99,680,0,#NAME?,2.1,0,tripinfo_s1.136 fcd_s1.136,86,s1.136,0,198.26,0.94,0,70,Car,,1,65
767,E9_3,52.3,14.55,685,0,#NAME?,2.1,0,tripinfo_s1.137 fcd_s1.137,82,s1.137,0,198.26,1.05,0,68.26,Car,,1,60
767,E9_2,52.3,15.02,690,0,#NAME?,2.1,0,tripinfo_s1.138 fcd_s1.138,77,s1.138,0,198.26,1.08,0,63.33,Car,,1,57
768,E9_2,52.3,15.41,700,0,#NAME?,2.1,0,tripinfo_s1.140 fcd_s1.140,68,s1.140,0,198.26,1.11,0,54.94,Car,,1,48
768,E2_2,63.53,14.37,753,0.78,#NAME?,2.1,0,tripinfo_n1.84 fcd_n1.84,15,n1.84,0,198.73,1.03,0,0.96,Car,,0,0
769,E9_3,52.3,13.76,695,0,#NAME?,2.1,0,tripinfo_s1.139 fcd_s1.139,74,s1.139,0,198.26,0.99,0,58.86,Car,,1,51
769,E8_2,50.56,11.86,751,1,#NAME?,2.1,0,tripinfo_s3.15 fcd_s3.15,18,s3.15,0,172.11,0.85,0,2.68,Car,,0,0
770,E2_2,63.53,15.64,654,0.29,#NAME?,2.1,0,tripinfo_n1.73 fcd_n1.73,116,n1.73,0,198.73,1.13,0,102.55,Car,,2,95
770,E9_3,52.3,14.03,705,0,#NAME?,2.1,0,tripinfo_s1.141 fcd_s1.141,65,s1.141,0,198.26,1.01,0,50.46,Car,,1,43
770,E9_2,52.3,13.99,710,0,#NAME?,2.1,0,tripinfo_s1.142 fcd_s1.142,60,s1.142,0,198.26,1.01,0,45.05,Car,,1,39
771,E9_2,52.3,13.87,720,0,#NAME?,2.1,0,tripinfo_s1.144 fcd_s1.144,51,s1.144,0,198.26,1,0,36.26,Car,,1,31
772,E9_3,52.3,12.11,715,0,#NAME?,2.1,0,tripinfo_s1.143 fcd_s1.143,57,s1.143,0,198.26,0.87,0,39.82,Car,,1,34
772,E9_2,52.3,14.87,755,0,#NAME?,2.1,0,tripinfo_s1.151 fcd_s1.151,17,s1.151,0,198.26,1.07,0,3.41,Car,,0,0
773,E9_3,52.3,13.26,725,0,#NAME?,2.1,0,tripinfo_s1.145 fcd_s1.145,48,s1.145,0,198.26,0.95,0,32.56,Car,,1,26
774,E9_2,52.3,13.51,730,0,#NAME?,2.1,0,tripinfo_s1.146 fcd_s1.146,44,s1.146,0,198.26,0.97,0,28.42,Car,,1,22
774,E9_3,52.3,14.64,735,0,#NAME?,2.1,0,tripinfo_s1.147 fcd_s1.147,39,s1.147,0,198.26,1.05,0,25.23,Car,,1,17
775,E9_2,52.3,14.56,740,0,#NAME?,2.1,0,tripinfo_s1.148 fcd_s1.148,35,s1.148,0,198.26,1.05,0,20.77,Car,,1,14
776,E9_3,52.3,13.43,745,0,#NAME?,2.1,0,tripinfo_s1.149 fcd_s1.149,31,s1.149,0,198.26,0.97,0,15.46,Car,,1,8
776,E9_2,52.3,14.32,760,0,#NAME?,2.1,0,tripinfo_s1.152 fcd_s1.152,16,s1.152,0,198.26,1.03,0,2.08,Car,,0,0
777,E9_3,52.3,15.83,750,0,#NAME?,2.1,0,tripinfo_s1.150 fcd_s1.150,27,s1.150,0,198.26,1.14,0,13.94,Car,,1,5
778,E2_2,63.53,13.64,762,0.83,#NAME?,2.1,0,tripinfo_n1.85 fcd_n1.85,16,n1.85,0,198.73,0.98,0,0.9,Car,,0,0
779,E9_2,52.3,12.27,758,2,#NAME?,2.1,0,tripinfo_e3.21 fcd_e3.21,21,e3.21,0,194.23,0.88,0,4.2,Car,,0,0
780,E2_2,63.53,13.87,645,0.24,#NAME?,2.1,0,tripinfo_n1.72 fcd_n1.72,135,n1.72,0,198.73,1,0,120.19,Car,,2,115
781,E9_2,52.3,13.5,765,0,#NAME?,2.1,0,tripinfo_s1.153 fcd_s1.153,16,s1.153,0,198.26,0.97,0,1.11,Car,,0,0
783,E10_2,59.5,13.72,656,0.21,#NAME?,2.1,0,tripinfo_n3.47 fcd_n3.47,127,n3.47,0,217.66,0.99,0,110.68,Car,,3,103
785,E10_2,59.5,15.25,670,0.26,#NAME?,2.1,0,tripinfo_n3.48 fcd_n3.48,115,n3.48,0,217.66,1.1,0,99.69,Car,,3,90
786,E2_2,63.53,15.24,771,0.87,#NAME?,2.1,0,tripinfo_n1.86 fcd_n1.86,15,n1.86,0,198.73,1.1,0,1.03,Car,,0,0
787,E10_2,59.5,13.95,684,0.3,#NAME?,2.1,0,tripinfo_n3.49 fcd_n3.49,103,n3.49,0,217.66,1,0,86.83,Car,,3,77
787,E9_2,52.3,12.29,770,0,#NAME?,2.1,0,tripinfo_s1.154 fcd_s1.154,17,s1.154,0,198.26,0.89,0,0.78,Car,,0,0
790,E9_2,52.3,14.48,775,0,#NAME?,2.1,0,tripinfo_s1.155 fcd_s1.155,15,s1.155,0,198.26,1.04,0,0.96,Car,,0,0
791,E10_2,59.5,12.1,698,0.35,#NAME?,2.1,0,tripinfo_n3.50 fcd_n3.50,93,n3.50,0,217.66,0.87,0,73.78,Car,,3,64
793,E10_2,59.5,13.03,712,0.4,#NAME?,2.1,0,tripinfo_n3.51 fcd_n3.51,81,n3.51,0,217.66,0.94,0,62.53,Car,,3,52
794,E10_2,59.5,14.67,727,1.44,#NAME?,2.1,0,tripinfo_n3.52 fcd_n3.52,67,n3.52,0,217.66,1.06,0,51.15,Car,,3,38
796,E10_2,59.5,13.82,740,0.49,#NAME?,2.1,0,tripinfo_n3.53 fcd_n3.53,56,n3.53,0,217.66,0.99,0,38.78,Car,,3,27
796,E9_2,52.3,13.94,780,0,#NAME?,2.1,0,tripinfo_s1.156 fcd_s1.156,16,s1.156,0,198.26,1,0,0.92,Car,,0,0
798,E10_2,59.5,13.62,754,0.54,#NAME?,2.1,0,tripinfo_n3.54 fcd_n3.54,44,n3.54,0,217.66,0.98,0,26.68,Car,,2,15
798,E2_2,63.53,12.06,780,0.92,#NAME?,2.1,0,tripinfo_n1.87 fcd_n1.87,18,n1.87,0,198.73,0.87,0,0.76,Car,,0,0
800,E10_2,59.5,13.73,768,0.59,#NAME?,2.1,0,tripinfo_n3.55 fcd_n3.55,32,n3.55,0,217.66,0.99,0,14.74,Car,,1,4
803,E9_2,52.3,11.69,785,0,#NAME?,2.1,0,tripinfo_s1.157 fcd_s1.157,18,s1.157,0,198.26,0.84,0,0.72,Car,,0,0
804,E10_2,59.5,13.67,783,1.63,#NAME?,2.1,0,tripinfo_n3.56 fcd_n3.56,21,n3.56,0,217.66,0.98,0,3.7,Car,,0,0
805,E8_3,50.56,12.45,668,0.06,#NAME?,2.1,0,tripinfo_n2.59 fcd_n2.59,137,n2.59,0,210.23,0.9,0,119.29,Car,,1,116
806,E10_3,59.5,12.94,671,0.4,#NAME?,2.1,0,tripinfo_s2.57 fcd_s2.57,135,s2.57,0,206.78,0.93,0,118.51,Car,,1,114
806,E8_3,50.56,12.87,680,0.74,#NAME?,2.1,0,tripinfo_n2.60 fcd_n2.60,126,n2.60,0,210.23,0.93,0,109.27,Car,,1,104
808,E10_3,59.5,13.89,683,0.63,#NAME?,2.1,0,tripinfo_s2.58 fcd_s2.58,125,s2.58,0,206.78,1,0,108.98,Car,,1,102
808,E8_3,50.56,13.69,691,0.42,#NAME?,2.1,0,tripinfo_n2.61 fcd_n2.61,117,n2.61,0,210.23,0.99,0,100.42,Car,,1,94
809,E10_3,59.5,16.44,696,1.87,#NAME?,2.1,0,tripinfo_s2.59 fcd_s2.59,113,s2.59,0,206.78,1.18,0,99.43,Car,,1,91
809,E8_3,50.56,13.92,702,0.1,#NAME?,2.1,0,tripinfo_n2.62 fcd_n2.62,107,n2.62,0,210.23,1,0,90.99,Car,,1,85
810,E10_3,59.5,15.12,706,0.1,#NAME?,2.1,0,tripinfo_s2.60 fcd_s2.60,104,s2.60,0,206.78,1.09,0,89.83,Car,,1,82
810,E8_3,50.56,15.01,714,0.78,#NAME?,2.1,0,tripinfo_n2.63 fcd_n2.63,96,n2.63,0,210.23,1.08,0,81.38,Car,,1,74
812,E10_3,59.5,15.22,718,0.34,#NAME?,2.1,0,tripinfo_s2.61 fcd_s2.61,94,s2.61,0,206.78,1.1,0,79.55,Car,,1,71
812,E8_3,50.56,15.51,725,0.46,#NAME?,2.1,0,tripinfo_n2.64 fcd_n2.64,87,n2.64,0,210.23,1.12,0,72.11,Car,,1,65
812,E9_2,52.3,15.22,794,2,#NAME?,2.1,0,tripinfo_e3.22 fcd_e3.22,18,e3.22,0,194.23,1.1,0,3.97,Car,,0,0
813,E8_3,50.56,15.11,793,0.53,#NAME?,2.1,0,tripinfo_n2.70 fcd_n2.70,20,n2.70,0,210.23,1.09,0,5.01,Car,,0,0
814,E8_3,50.56,15.66,736,0.14,#NAME?,2.1,0,tripinfo_n2.65 fcd_n2.65,78,n2.65,0,210.23,1.13,0,63.76,Car,,1,55
815,E10_3,59.5,12.47,731,1.57,#NAME?,2.1,0,tripinfo_s2.62 fcd_s2.62,84,s2.62,0,206.78,0.9,0,66.4,Car,,1,59
816,E10_3,59.5,13.12,742,0.81,#NAME?,2.1,0,tripinfo_s2.63 fcd_s2.63,74,s2.63,0,206.78,0.94,0,57.65,Car,,1,49
816,E8_3,50.56,12.33,748,0.81,#NAME?,2.1,0,tripinfo_n2.66 fcd_n2.66,68,n2.66,0,210.23,0.89,0,50.27,Car,,1,44
817,E10_2,59.5,13.21,796,0.68,#NAME?,2.1,0,tripinfo_n3.57 fcd_n3.57,21,n3.57,0,217.66,0.95,0,3.37,Car,,0,0
817,E8_2,50.56,15.34,801,1,#NAME?,2.1,0,tripinfo_s3.16 fcd_s3.16,16,s3.16,0,172.11,1.1,0,4.04,Car,,0,0
818,E10_3,59.5,14.32,753,0.04,#NAME?,2.1,0,tripinfo_s2.64 fcd_s2.64,65,s2.64,0,206.78,1.03,0,49.34,Car,,1,40
819,E10_3,59.5,14.4,766,1.28,#NAME?,2.1,0,tripinfo_s2.65 fcd_s2.65,53,s2.65,0,206.78,1.04,0,37.74,Car,,1,29
820,E8_3,50.56,10.39,759,0.49,#NAME?,2.1,0,tripinfo_n2.67 fcd_n2.67,61,n2.67,0,210.23,0.75,0,39.43,Car,,1,34
821,E8_3,50.56,13.23,770,0.17,#NAME?,2.1,0,tripinfo_n2.68 fcd_n2.68,51,n2.68,0,210.23,0.95,0,34.05,Car,,1,25
821,E10_3,59.5,13.23,777,0.51,#NAME?,2.1,0,tripinfo_s2.66 fcd_s2.66,44,s2.66,0,206.78,0.95,0,27.56,Car,,1,20
822,E8_3,50.56,15.39,782,0.85,#NAME?,2.1,0,tripinfo_n2.69 fcd_n2.69,40,n2.69,0,210.23,1.16,0,26.36,Car,,1,14
824,E10_3,59.5,12.15,802,1.98,#NAME?,2.1,0,tripinfo_s2.68 fcd_s2.68,22,s2.68,0,206.78,0.88,0,3.96,Car,,0,0
825,E10_3,59.5,12.03,789,0.75,#NAME?,2.1,0,tripinfo_s2.67 fcd_s2.67,36,s2.67,0,206.78,0.87,0,18.19,Car,,1,13
825,E8_3,50.56,11.21,804,0.21,#NAME?,2.1,0,tripinfo_n2.71 fcd_n2.71,21,n2.71,0,210.23,0.81,0,0.9,Car,,0,0
830,E10_3,59.5,13.9,812,0.22,#NAME?,2.1,0,tripinfo_s2.69 fcd_s2.69,18,s2.69,0,206.78,1,0,2.24,Car,,0,0
833,E8_3,50.56,15.01,816,0.89,#NAME?,2.1,0,tripinfo_n2.72 fcd_n2.72,17,n2.72,0,210.23,1.08,0,1.59,Car,,0,0
837,E8_2,50.56,14.5,718,0.16,#NAME?,2.1,0,tripinfo_w1.67 fcd_w1.67,119,w1.67,0,230.99,1.04,0,102.6,Car,,1,98
837,E2_2,63.53,13.59,722,0,#NAME?,2.1,0,tripinfo_w3.71 fcd_w3.71,115,w3.71,0,190.93,0.98,0,99.72,Car,,1,94
837,E8_3,50.56,14.33,729,0.45,#NAME?,2.1,0,tripinfo_w1.68 fcd_w1.68,108,w1.68,0,230.99,1.03,0,91.5,Car,,1,85
838,E8_3,50.56,14.67,740,0.73,#NAME?,2.1,0,tripinfo_w1.69 fcd_w1.69,98,w1.69,0,230.99,1.06,0,82.16,Car,,1,75
839,E2_2,63.53,13.91,733,0.83,#NAME?,2.1,0,tripinfo_w3.72 fcd_w3.72,106,w3.72,0,190.93,1,0,90.93,Car,,1,85
840,E10_2,59.5,12.75,720,0,#NAME?,2.1,0,tripinfo_e1.60 fcd_e1.60,120,e1.60,0,230.72,0.92,0,101.1,Car,,1,97
840,E10_3,59.5,12.88,732,0,#NAME?,2.1,0,tripinfo_e1.61 fcd_e1.61,108,e1.61,0,230.72,0.93,0,89.18,Car,,1,84
840,E2_2,63.53,15.81,744,1.66,#NAME?,2.1,0,tripinfo_w3.73 fcd_w3.73,96,w3.73,0,190.93,1.14,0,83.15,Car,,1,75
840,E8_3,50.56,15.89,750,0.02,#NAME?,2.1,0,tripinfo_w1.70 fcd_w1.70,90,w1.70,0,230.99,1.14,0,74.59,Car,,1,67
841,E10_2,59.5,13.33,744,0,#NAME?,2.1,0,tripinfo_e1.62 fcd_e1.62,97,e1.62,0,230.72,0.96,0,79.21,Car,,1,74
841,E10_3,59.5,13.91,756,0,#NAME?,2.1,0,tripinfo_e1.63 fcd_e1.63,85,e1.63,0,230.72,1,0,67.82,Car,,1,61
842,E8_3,50.56,13.32,761,0.31,#NAME?,2.1,0,tripinfo_w1.71 fcd_w1.71,81,w1.71,0,230.99,0.96,0,62.87,Car,,1,57
842,E10_2,59.5,13.53,768,0,#NAME?,2.1,0,tripinfo_e1.64 fcd_e1.64,74,e1.64,0,230.72,0.97,0,56.8,Car,,1,51
842,E10_3,59.5,14.98,780,0,#NAME?,2.1,0,tripinfo_e1.65 fcd_e1.65,62,e1.65,0,230.72,1.08,0,46.28,Car,,1,39
843,E8_3,50.56,13.15,772,0.59,#NAME?,2.1,0,tripinfo_w1.72 fcd_w1.72,71,w1.72,0,230.99,0.95,0,53.11,Car,,1,47
844,E8_3,50.56,15.84,783,0.88,#NAME?,2.1,0,tripinfo_w1.73 fcd_w1.73,61,w1.73,0,230.99,1.14,0,46.26,Car,,1,38
844,E10_2,59.5,14.37,792,0,#NAME?,2.1,0,tripinfo_e1.66 fcd_e1.66,52,e1.66,0,230.72,1.03,0,35.06,Car,,1,28
844,E10_3,59.5,13.91,804,0,#NAME?,2.1,0,tripinfo_e1.67 fcd_e1.67,40,e1.67,0,230.72,1,0,22.47,Car,,1,16
845,E2_2,63.53,10.58,753,0.49,#NAME?,2.1,0,tripinfo_w3.74 fcd_w3.74,92,w3.74,0,190.93,0.76,0,72.45,Car,,1,66
845,E10_2,59.5,13.48,816,0,#NAME?,2.1,0,tripinfo_e1.68 fcd_e1.68,29,e1.68,0,230.72,0.97,0,11.4,Car,,1,6
846,E2_2,63.53,13.87,763,0.33,#NAME?,2.1,0,tripinfo_w3.75 fcd_w3.75,83,w3.75,0,190.93,1,0,68.24,Car,,1,58
846,E8_3,50.56,13.15,793,0.16,#NAME?,2.1,0,tripinfo_w1.74 fcd_w1.74,53,w1.74,0,230.99,0.95,0,34.8,Car,,1,29
847,E8_3,50.56,13.68,804,0.45,#NAME?,2.1,0,tripinfo_w1.75 fcd_w1.75,43,w1.75,0,230.99,0.99,0,25.8,Car,,1,20
847,E10_2,59.5,14.35,828,0,#NAME?,2.1,0,tripinfo_e1.69 fcd_e1.69,19,e1.69,0,230.72,1.03,0,1.96,Car,,0,0
847,E9_2,52.3,16.3,830,2,#NAME?,2.1,0,tripinfo_e3.23 fcd_e3.23,17,e3.23,0,194.23,1.17,0,4.36,Car,,0,0
848,E2_2,63.53,12.92,773,0.16,#NAME?,2.1,0,tripinfo_w3.76 fcd_w3.76,75,w3.76,0,190.93,0.93,0,58.71,Car,,1,49
850,E2_2,63.53,12.64,784,0.99,#NAME?,2.1,0,tripinfo_w3.77 fcd_w3.77,66,w3.77,0,190.93,0.91,0,49.16,Car,,1,39
851,E8_3,50.56,10.93,815,0.74,#NAME?,2.1,0,tripinfo_w1.76 fcd_w1.76,36,w1.76,0,230.99,0.79,0,14.15,Car,,1,10
852,E2_2,63.53,12.75,794,0.82,#NAME?,2.1,0,tripinfo_w3.78 fcd_w3.78,58,w3.78,0,190.93,0.92,0,41.23,Car,,1,31
852,E8_3,50.56,12.63,825,0.02,#NAME?,2.1,0,tripinfo_w1.77 fcd_w1.77,27,w1.77,0,230.99,0.91,0,8.32,Car,,1,1
853,E2_2,63.53,13.8,805,1.65,#NAME?,2.1,0,tripinfo_w3.79 fcd_w3.79,48,w3.79,0,190.93,0.99,0,33.19,Car,,1,21
855,E2_2,63.53,15.92,814,0.48,#NAME?,2.1,0,tripinfo_w3.80 fcd_w3.80,41,w3.80,0,190.93,1.15,0,27.93,Car,,1,14
