tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime
2044,E8_3,50.56,14.9,1983,0.91,#NAME?,2.1,0,tripinfo_w1.185 fcd_w1.185,61,w1.185,0,230.99,1.07,0,45.38,Car,,1,38
2044,E10_2,59.5,12.48,1992,0,#NAME?,2.1,0,tripinfo_e1.166 fcd_e1.166,52,e1.166,0,230.72,0.9,0,33.43,Car,,1,28
2045,E10_3,59.5,11.57,2004,0,#NAME?,2.1,0,tripinfo_e1.167 fcd_e1.167,41,e1.167,0,230.72,0.83,0,20.46,Car,,1,16
2046,E2_2,63.53,11.75,1963,0.38,#NAME?,2.1,0,tripinfo_w3.193 fcd_w3.193,83,w3.193,0,190.93,0.85,0,65.48,Car,,1,58
2046,E8_3,50.56,14.37,1993,0.2,#NAME?,2.1,0,tripinfo_w1.186 fcd_w1.186,53,w1.186,0,230.99,1.03,0,36.16,Car,,1,29
2046,E10_2,59.5,12.72,2016,0,#NAME?,2.1,0,tripinfo_e1.168 fcd_e1.168,30,e1.168,0,230.72,0.92,0,11.12,Car,,1,6
2047,E8_3,50.56,14.52,2004,0.48,#NAME?,2.1,0,tripinfo_w1.187 fcd_w1.187,43,w1.187,0,230.99,1.05,0,26.64,Car,,1,20
2048,E2_2,63.53,14.46,1973,0.21,#NAME?,2.1,0,tripinfo_w3.194 fcd_w3.194,75,w3.194,0,190.93,1.04,0,60.01,Car,,1,49
2049,E2_2,63.53,14.02,1984,1.05,#NAME?,2.1,0,tripinfo_w3.195 fcd_w3.195,65,w3.195,0,190.93,1.01,0,50.38,Car,,1,40
2049,E8_3,50.56,12.67,2015,0.77,#NAME?,2.1,0,tripinfo_w1.188 fcd_w1.188,34,w1.188,0,230.99,0.91,0,15.23,Car,,1,10
2049,E10_2,59.5,11.98,2028,0,#NAME?,2.1,0,tripinfo_e1.169 fcd_e1.169,21,e1.169,0,230.72,0.86,0,0.93,Car,,0,0
2050,E8_3,50.56,15.65,2025,0.05,#NAME?,2.1,0,tripinfo_w1.189 fcd_w1.189,25,w1.189,0,230.99,1.13,0,9.9,Car,,1,1
2051,E2_2,63.53,13.18,1994,0.88,#NAME?,2.1,0,tripinfo_w3.196 fcd_w3.196,57,w3.196,0,190.93,0.95,0,41.51,Car,,1,31
2053,E2_2,63.53,13.03,2005,1.71,#NAME?,2.1,0,tripinfo_w3.197 fcd_w3.197,48,w3.197,0,190.93,0.94,0,32.42,Car,,1,21
2053,E8_3,50.56,15.61,2036,0.34,#NAME?,2.1,0,tripinfo_w1.190 fcd_w1.190,17,w1.190,0,230.99,1.12,0,1.95,Car,,0,0
2056,E2_2,63.53,12.46,2014,0.54,#NAME?,2.1,0,tripinfo_w3.198 fcd_w3.198,42,w3.198,0,190.93,0.9,0,25.03,Car,,1,14
2056,E10_2,59.5,15.62,2040,0,#NAME?,2.1,0,tripinfo_e1.170 fcd_e1.170,16,e1.170,0,230.72,1.12,0,1.08,Car,,0,0
2057,E2_2,63.53,13.02,2024,0.37,#NAME?,2.1,0,tripinfo_w3.199 fcd_w3.199,33,w3.199,0,190.93,0.94,0,17.41,Car,,1,6
2060,E2_2,63.53,12.44,2034,0.2,#NAME?,2.1,0,tripinfo_w3.200 fcd_w3.200,26,w3.200,0,190.93,0.9,0,9.02,Car,,0,0
2064,E2_2,63.53,12.99,2044,0.03,#NAME?,2.1,0,tripinfo_w3.201 fcd_w3.201,20,w3.201,0,190.93,0.94,0,3.4,Car,,0,0
2069,E8_2,50.56,11.25,2047,0.63,#NAME?,2.1,0,tripinfo_w1.191 fcd_w1.191,22,w1.191,0,230.99,0.81,0,0.98,Car,,0,0
2069,E10_2,59.5,14.67,2052,0,#NAME?,2.1,0,tripinfo_e1.171 fcd_e1.171,17,e1.171,0,230.72,1.06,0,0.98,Car,,0,0
2070,E8_2,50.56,15.64,2051,1,#NAME?,2.1,0,tripinfo_s3.41 fcd_s3.41,19,s3.41,0,172.11,1.13,0,7.2,Car,,0,0
2072,E9_2,52.3,15.45,2054,2,#NAME?,2.1,0,tripinfo_e3.57 fcd_e3.57,18,e3.57,0,194.23,1.11,0,4.05,Car,,0,0
2075,E2_2,63.53,12.69,2055,0.86,#NAME?,2.1,0,tripinfo_w3.202 fcd_w3.202,20,w3.202,0,190.93,0.91,0,3.14,Car,,0,0
2079,E2_4,63.53,14.14,1945,1,#NAME?,2.1,0,tripinfo_e2.162 fcd_e2.162,134,e2.162,0,186.34,1.02,0,119.82,Car,,1,116
2080,E2_4,63.53,14.46,1957,1,#NAME?,2.1,0,tripinfo_e2.163 fcd_e2.163,123,e2.163,0,186.34,1.04,0,109.51,Car,,1,104
2081,E9_3,52.3,14.35,1943,0.95,#NAME?,2.1,0,tripinfo_w2.123 fcd_w2.123,138,w2.123,0,235.55,1.03,0,120.49,Car,,1,116
2081,E9_4,52.3,14.3,1958,0.16,#NAME?,2.1,0,tripinfo_w2.124 fcd_w2.124,123,w2.124,0,231.23,1.03,0,105.42,Car,,1,100
2082,E2_4,63.53,14.73,1969,1,#NAME?,2.1,0,tripinfo_e2.164 fcd_e2.164,113,e2.164,0,186.34,1.06,0,98.95,Car,,1,93
2082,E9_4,52.3,15.17,1990,0.59,#NAME?,2.1,0,tripinfo_w2.126 fcd_w2.126,92,w2.126,0,231.23,1.09,0,75.75,Car,,1,69
2083,E9_3,52.3,13.19,1975,1.38,#NAME?,2.1,0,tripinfo_w2.125 fcd_w2.125,108,w2.125,0,235.55,0.95,0,89.13,Car,,1,84
2084,E2_4,63.53,13.32,1981,1,#NAME?,2.1,0,tripinfo_e2.165 fcd_e2.165,103,e2.165,0,186.34,0.96,0,87.47,Car,,1,82
2084,E9_3,52.3,13.84,2007,1.8,#NAME?,2.1,0,tripinfo_w2.127 fcd_w2.127,77,w2.127,0,235.55,1,0,59.29,Car,,1,54
2085,E2_4,63.53,13.13,1993,1,#NAME?,2.1,0,tripinfo_e2.166 fcd_e2.166,92,e2.166,0,186.34,0.95,0,76.9,Car,,1,72
2085,E9_4,52.3,12.45,2021,0.01,#NAME?,2.1,0,tripinfo_w2.128 fcd_w2.128,64,w2.128,0,231.23,0.9,0,43.94,Car,,1,38
2085,E9_3,52.3,13.93,2037,0.22,#NAME?,2.1,0,tripinfo_w2.129 fcd_w2.129,48,w2.129,0,235.55,1,0,30.72,Car,,1,25
2086,E2_4,63.53,16.41,2005,1,#NAME?,2.1,0,tripinfo_e2.167 fcd_e2.167,81,e2.167,0,186.34,1.18,0,68.99,Car,,1,61
2086,E9_4,52.3,12.83,2053,0.43,#NAME?,2.1,0,tripinfo_w2.130 fcd_w2.130,33,w2.130,0,231.23,0.92,0,13.86,Car,,1,8
2088,E2_4,63.53,14.71,2017,1,#NAME?,2.1,0,tripinfo_e2.168 fcd_e2.168,71,e2.168,0,186.34,1.06,0,57.2,Car,,1,50
2089,E2_4,63.53,13.92,2029,1,#NAME?,2.1,0,tripinfo_e2.169 fcd_e2.169,60,e2.169,0,186.34,1,0,45.75,Car,,1,40
2089,E9_3,52.3,13.24,2069,0.64,#NAME?,2.1,0,tripinfo_w2.131 fcd_w2.131,20,w2.131,0,235.55,0.95,0,1.31,Car,,0,0
2091,E2_4,63.53,13.62,2041,1,#NAME?,2.1,0,tripinfo_e2.170 fcd_e2.170,50,e2.170,0,186.34,0.98,0,35.02,Car,,1,29
2092,E2_4,63.53,15.17,2053,1,#NAME?,2.1,0,tripinfo_e2.171 fcd_e2.171,39,e2.171,0,186.34,1.09,0,25.61,Car,,1,18
2093,E2_4,63.53,16.4,2065,1,#NAME?,2.1,0,tripinfo_e2.172 fcd_e2.172,28,e2.172,0,186.34,1.18,0,15.82,Car,,1,8
2095,E2_4,63.53,14.25,2077,1,#NAME?,2.1,0,tripinfo_e2.173 fcd_e2.173,18,e2.173,0,186.34,1.03,0,3.65,Car,,0,0
2103,E9_3,52.3,14.38,2085,0.85,#NAME?,2.1,0,tripinfo_w2.132 fcd_w2.132,18,w2.132,0,235.55,1.04,0,1.09,Car,,0,0
2105,E2_4,63.53,13.53,2089,1,#NAME?,2.1,0,tripinfo_e2.174 fcd_e2.174,16,e2.174,0,186.34,0.97,0,1.2,Car,,0,0
2107,E9_2,52.3,16.95,2090,2,#NAME?,2.1,0,tripinfo_e3.58 fcd_e3.58,17,e3.58,0,194.23,1.22,0,4.58,Car,,0,0
2108,E2_2,63.53,13.06,1989,0.99,#NAME?,2.1,0,tripinfo_n1.222 fcd_n1.222,119,n1.222,0,198.73,0.94,0,103.78,Car,,1,100
2108,E2_3,63.53,14.53,2015,0.13,#NAME?,2.1,0,tripinfo_n1.225 fcd_n1.225,93,n1.225,0,198.73,1.05,0,78.61,Car,,1,71
2110,E9_2,52.3,13.72,1990,0,#NAME?,2.1,0,tripinfo_s1.398 fcd_s1.398,120,s1.398,0,198.26,0.99,0,105.13,Car,,1,101
2110,E9_3,52.3,13.5,1995,0,#NAME?,2.1,0,tripinfo_s1.399 fcd_s1.399,115,s1.399,0,198.26,0.97,0,99.86,Car,,2,93
2110,E2_2,63.53,14.93,2024,0.17,#NAME?,2.1,0,tripinfo_n1.226 fcd_n1.226,86,n1.226,0,198.73,1.07,0,71.86,Car,,1,64
2110,E2_3,63.53,12.74,2033,0.22,#NAME?,2.1,0,tripinfo_n1.227 fcd_n1.227,77,n1.227,0,198.73,0.92,0,60.92,Car,,1,54
2111,E9_2,52.3,14.39,2000,0,#NAME?,2.1,0,tripinfo_s1.400 fcd_s1.400,111,s1.400,0,198.26,1.04,0,97.09,Car,,1,91
2111,E9_3,52.3,13.42,2005,0,#NAME?,2.1,0,tripinfo_s1.401 fcd_s1.401,106,s1.401,0,198.26,0.97,0,91.16,Car,,1,85
2111,E2_2,63.53,15.18,2042,0.26,#NAME?,2.1,0,tripinfo_n1.228 fcd_n1.228,69,n1.228,0,198.73,1.09,0,55.37,Car,,1,47
2111,E2_3,63.53,14.37,2051,0.31,#NAME?,2.1,0,tripinfo_n1.229 fcd_n1.229,60,n1.229,0,198.73,1.03,0,45.94,Car,,1,38
2113,E9_2,52.3,12.67,2010,0,#NAME?,2.1,0,tripinfo_s1.402 fcd_s1.402,103,s1.402,0,198.26,0.91,0,87.27,Car,,1,82
2113,E9_3,52.3,13.84,2015,0,#NAME?,2.1,0,tripinfo_s1.403 fcd_s1.403,98,s1.403,0,198.26,1,0,82.91,Car,,1,77
2113,E2_2,63.53,13.02,2060,0.35,#NAME?,2.1,0,tripinfo_n1.230 fcd_n1.230,53,n1.230,0,198.73,0.94,0,36.79,Car,,1,30
2113,E2_3,63.53,14.48,2069,0.4,#NAME?,2.1,0,tripinfo_n1.231 fcd_n1.231,44,n1.231,0,198.73,1.04,0,29.36,Car,,1,21
2114,E9_3,52.3,14.44,2025,0,#NAME?,2.1,0,tripinfo_s1.405 fcd_s1.405,89,s1.405,0,198.26,1.04,0,74.8,Car,,1,68
2114,E2_2,63.53,14.26,2078,0.44,#NAME?,2.1,0,tripinfo_n1.232 fcd_n1.232,36,n1.232,0,198.73,1.03,0,21.42,Car,,1,14
2114,E2_3,63.53,14.82,2087,0.49,#NAME?,2.1,0,tripinfo_n1.233 fcd_n1.233,27,n1.233,0,198.73,1.07,0,12.97,Car,,1,4
2115,E9_2,52.3,14.53,2020,0,#NAME?,2.1,0,tripinfo_s1.404 fcd_s1.404,95,s1.404,0,198.26,1.05,0,80.47,Car,,1,74
2115,E9_3,52.3,14.39,2035,0,#NAME?,2.1,0,tripinfo_s1.407 fcd_s1.407,80,s1.407,0,198.26,1.04,0,66.07,Car,,1,60
2115,E2_2,63.53,14.38,2096,0.53,#NAME?,2.1,0,tripinfo_n1.234 fcd_n1.234,19,n1.234,0,198.73,1.03,0,4.91,Car,,0,0
2116,E9_2,52.3,13.99,2030,0,#NAME?,2.1,0,tripinfo_s1.406 fcd_s1.406,86,s1.406,0,198.26,1.01,0,71.31,Car,,1,65
2117,E2_2,63.53,12.8,2006,0.08,#NAME?,2.1,0,tripinfo_n1.224 fcd_n1.224,111,n1.224,0,198.73,0.92,0,94.89,Car,,2,89
2117,E9_2,52.3,12.92,2040,0,#NAME?,2.1,0,tripinfo_s1.408 fcd_s1.408,77,s1.408,0,198.26,0.93,0,61.61,Car,,1,57
2117,E9_3,52.3,13.35,2045,0,#NAME?,2.1,0,tripinfo_s1.409 fcd_s1.409,72,s1.409,0,198.26,0.96,0,56.48,Car,,1,51
2118,E9_3,52.3,13.85,2055,0,#NAME?,2.1,0,tripinfo_s1.411 fcd_s1.411,63,s1.411,0,198.26,1,0,48.33,Car,,1,43
2118,E8_2,50.56,14.33,2101,1,#NAME?,2.1,0,tripinfo_s3.42 fcd_s3.42,17,s3.42,0,172.11,1.03,0,3.68,Car,,0,0
2119,E9_2,52.3,13.56,2050,0,#NAME?,2.1,0,tripinfo_s1.410 fcd_s1.410,69,s1.410,0,198.26,0.98,0,53.61,Car,,1,48
2120,E9_2,52.3,13.16,2060,0,#NAME?,2.1,0,tripinfo_s1.412 fcd_s1.412,60,s1.412,0,198.26,0.95,0,44.55,Car,,1,39
2120,E9_3,52.3,13.24,2065,0,#NAME?,2.1,0,tripinfo_s1.413 fcd_s1.413,55,s1.413,0,198.26,0.95,0,39.12,Car,,1,34
2121,E9_2,52.3,15.56,2070,0,#NAME?,2.1,0,tripinfo_s1.414 fcd_s1.414,51,s1.414,0,198.26,1.12,0,38.07,Car,,1,31
2121,E9_3,52.3,17.61,2075,0,#NAME?,2.1,0,tripinfo_s1.415 fcd_s1.415,46,s1.415,0,198.26,1.27,0,34.06,Car,,1,26
2122,E2_2,63.53,12.55,2105,0.58,#NAME?,2.1,0,tripinfo_n1.235 fcd_n1.235,17,n1.235,0,198.73,0.9,0,0.81,Car,,0,0
2123,E2_2,63.53,15.17,1997,0.04,#NAME?,2.1,0,tripinfo_n1.223 fcd_n1.223,126,n1.223,0,198.73,1.09,0,112.79,Car,,2,105
2123,E9_3,52.3,12.78,2085,0,#NAME?,2.1,0,tripinfo_s1.417 fcd_s1.417,38,s1.417,0,198.26,0.92,0,21.68,Car,,1,17
2123,E9_2,52.3,14.89,2105,0,#NAME?,2.1,0,tripinfo_s1.421 fcd_s1.421,18,s1.421,0,198.26,1.07,0,3.76,Car,,0,0
2124,E9_2,52.3,12.86,2080,0,#NAME?,2.1,0,tripinfo_s1.416 fcd_s1.416,44,s1.416,0,198.26,0.93,0,28.12,Car,,1,22
2124,E9_3,52.3,15.61,2095,0,#NAME?,2.1,0,tripinfo_s1.419 fcd_s1.419,29,s1.419,0,198.26,1.12,0,15.75,Car,,1,8
2125,E9_2,52.3,15.39,2090,0,#NAME?,2.1,0,tripinfo_s1.418 fcd_s1.418,35,s1.418,0,198.26,1.11,0,21.87,Car,,1,14
2125,E9_3,52.3,12.93,2100,0,#NAME?,2.1,0,tripinfo_s1.420 fcd_s1.420,25,s1.420,0,198.26,0.93,0,9.56,Car,,1,5
2126,E10_2,59.5,14.54,2010,0.77,#NAME?,2.1,0,tripinfo_n3.144 fcd_n3.144,116,n3.144,0,217.66,1.05,0,100.08,Car,,3,92
2127,E9_2,52.3,14.08,2110,0,#NAME?,2.1,0,tripinfo_s1.422 fcd_s1.422,17,s1.422,0,198.26,1.01,0,2.19,Car,,0,0
2128,E10_2,59.5,14.36,2025,1.82,#NAME?,2.1,0,tripinfo_n3.145 fcd_n3.145,103,n3.145,0,217.66,1.03,0,87.01,Car,,3,77
2129,E10_2,59.5,16.28,2039,1.86,#NAME?,2.1,0,tripinfo_n3.146 fcd_n3.146,90,n3.146,0,217.66,1.17,0,76.25,Car,,3,65
2130,E2_2,63.53,13.71,2114,0.62,#NAME?,2.1,0,tripinfo_n1.236 fcd_n1.236,16,n1.236,0,198.73,0.99,0,0.91,Car,,0,0
2131,E9_2,52.3,13.46,2115,0,#NAME?,2.1,0,tripinfo_s1.423 fcd_s1.423,16,s1.423,0,198.26,0.97,0,0.89,Car,,0,0
2132,E10_2,59.5,14.63,2052,0.91,#NAME?,2.1,0,tripinfo_n3.147 fcd_n3.147,80,n3.147,0,217.66,1.05,0,64.16,Car,,3,53
2134,E10_2,59.5,14.69,2066,0.96,#NAME?,2.1,0,tripinfo_n3.148 fcd_n3.148,68,n3.148,0,217.66,1.06,0,52.19,Car,,3,41
2136,E9_2,52.3,13.55,2120,0,#NAME?,2.1,0,tripinfo_s1.424 fcd_s1.424,16,s1.424,0,198.26,0.98,0,0.89,Car,,0,0
2137,E10_2,59.5,13.08,2079,0,#NAME?,2.1,0,tripinfo_n3.149 fcd_n3.149,58,n3.149,0,217.66,0.94,0,40.38,Car,,3,29
2139,E2_2,63.53,14,2123,0.67,#NAME?,2.1,0,tripinfo_n1.237 fcd_n1.237,16,n1.237,0,198.73,1.01,0,0.93,Car,,0,0
2140,E9_2,52.3,14.81,2125,0,#NAME?,2.1,0,tripinfo_s1.425 fcd_s1.425,15,s1.425,0,198.26,1.07,0,0.99,Car,,0,0
2141,E10_2,59.5,11.53,2093,0.05,#NAME?,2.1,0,tripinfo_n3.150 fcd_n3.150,48,n3.150,0,217.66,0.83,0,27.42,Car,,3,17
2142,E10_2,59.5,14.7,2107,0.1,#NAME?,2.1,0,tripinfo_n3.151 fcd_n3.151,35,n3.151,0,217.66,1.06,0,18.97,Car,,1,6
2144,E10_2,59.5,15.01,2121,0.14,#NAME?,2.1,0,tripinfo_n3.152 fcd_n3.152,23,n3.152,0,217.66,1.08,0,6.98,Car,,0,0
2146,E9_2,52.3,13.92,2130,0,#NAME?,2.1,0,tripinfo_s1.426 fcd_s1.426,16,s1.426,0,198.26,1,0,0.92,Car,,0,0
2149,E9_2,52.3,11.54,2126,2,#NAME?,2.1,0,tripinfo_e3.59 fcd_e3.59,23,e3.59,0,194.23,0.83,0,4.98,Car,,1,1
2149,E2_2,63.53,12.74,2132,0.71,#NAME?,2.1,0,tripinfo_n1.238 fcd_n1.238,17,n1.238,0,198.73,0.92,0,0.82,Car,,0,0
2151,E9_2,52.3,13.83,2135,0,#NAME?,2.1,0,tripinfo_s1.427 fcd_s1.427,16,s1.427,0,198.26,1,0,1.22,Car,,0,0
2153,E10_2,59.5,15.91,2135,0.19,#NAME?,2.1,0,tripinfo_n3.153 fcd_n3.153,18,n3.153,0,217.66,1.15,0,3.79,Car,,0,0
2154,E8_3,50.56,14.85,2027,0.54,#NAME?,2.1,0,tripinfo_n2.179 fcd_n2.179,127,n2.179,0,210.23,1.07,0,111.72,Car,,1,107
2155,E8_3,50.56,16.96,2038,0.22,#NAME?,2.1,0,tripinfo_n2.180 fcd_n2.180,117,n2.180,0,210.23,1.22,0,103.83,Car,,1,96
2156,E10_3,59.5,13.72,2024,0.42,#NAME?,2.1,0,tripinfo_s2.172 fcd_s2.172,132,s2.172,0,206.78,0.99,0,115.89,Car,,1,111
2156,E8_3,50.56,14.8,2050,0.9,#NAME?,2.1,0,tripinfo_n2.181 fcd_n2.181,106,n2.181,0,210.23,1.07,0,91.38,Car,,1,86
2158,E8_3,50.56,15.11,2061,0.58,#NAME?,2.1,0,tripinfo_n2.182 fcd_n2.182,97,n2.182,0,210.23,1.09,0,81.87,Car,,1,76
2159,E10_3,59.5,11.36,2036,0.66,#NAME?,2.1,0,tripinfo_s2.173 fcd_s2.173,123,s2.173,0,206.78,0.82,0,104.17,Car,,1,99
2161,E10_3,59.5,13.96,2048,0.89,#NAME?,2.1,0,tripinfo_s2.174 fcd_s2.174,113,s2.174,0,206.78,1.01,0,96.82,Car,,1,89
2162,E10_3,59.5,15.16,2059,0.13,#NAME?,2.1,0,tripinfo_s2.175 fcd_s2.175,103,s2.175,0,206.78,1.09,0,88.31,Car,,1,79
2162,E8_3,50.56,11.49,2072,0.26,#NAME?,2.1,0,tripinfo_n2.183 fcd_n2.183,90,n2.183,0,210.23,0.83,0,70.41,Car,,1,66
2163,E8_3,50.56,15.14,2084,0.94,#NAME?,2.1,0,tripinfo_n2.184 fcd_n2.184,79,n2.184,0,210.23,1.09,0,64.05,Car,,1,56
2163,E10_3,59.5,13.59,2142,0.77,#NAME?,2.1,0,tripinfo_s2.182 fcd_s2.182,21,s2.182,0,206.78,0.98,0,5.1,Car,,0,0
2164,E8_3,50.56,16.35,2095,0.62,#NAME?,2.1,0,tripinfo_n2.185 fcd_n2.185,69,n2.185,0,210.23,1.18,0,55.48,Car,,1,46
2165,E10_3,59.5,13.22,2071,0.36,#NAME?,2.1,0,tripinfo_s2.176 fcd_s2.176,94,s2.176,0,206.78,0.95,0,77.06,Car,,1,68
2166,E10_3,59.5,13.42,2083,0.6,#NAME?,2.1,0,tripinfo_s2.177 fcd_s2.177,83,s2.177,0,206.78,0.97,0,66.6,Car,,1,57
2166,E8_3,50.56,13.45,2106,0.29,#NAME?,2.1,0,tripinfo_n2.186 fcd_n2.186,60,n2.186,0,210.23,0.97,0,43.13,Car,,1,36
2167,E10_3,59.5,12.88,2096,1.83,#NAME?,2.1,0,tripinfo_s2.178 fcd_s2.178,71,s2.178,0,206.78,0.93,0,54.39,Car,,1,44
2167,E8_3,50.56,14.32,2118,0.97,#NAME?,2.1,0,tripinfo_n2.187 fcd_n2.187,49,n2.187,0,210.23,1.03,0,33.38,Car,,1,26
2168,E8_3,50.56,14.57,2129,0.65,#NAME?,2.1,0,tripinfo_n2.188 fcd_n2.188,39,n2.188,0,210.23,1.05,0,23.94,Car,,1,16
2169,E10_3,59.5,14.07,2106,0.07,#NAME?,2.1,0,tripinfo_s2.179 fcd_s2.179,63,s2.179,0,206.78,1.01,0,47,Car,,1,37
2169,E10_2,59.5,14.29,2149,0.24,#NAME?,2.1,0,tripinfo_n3.154 fcd_n3.154,20,n3.154,0,217.66,1.03,0,3.77,Car,,0,0
2169,E8_2,50.56,11.89,2151,1,#NAME?,2.1,0,tripinfo_s3.43 fcd_s3.43,18,s3.43,0,172.11,0.86,0,2.69,Car,,0,0
2170,E8_3,50.56,14.95,2140,0.33,#NAME?,2.1,0,tripinfo_n2.189 fcd_n2.189,30,n2.189,0,210.23,1.08,0,14.61,Car,,1,7
2172,E10_3,59.5,10.87,2118,0.3,#NAME?,2.1,0,tripinfo_s2.180 fcd_s2.180,54,s2.180,0,206.78,0.78,0,33.55,Car,,1,27
2172,E8_3,50.56,12.21,2152,1.01,#NAME?,2.1,0,tripinfo_n2.190 fcd_n2.190,20,n2.190,0,210.23,0.88,0,1.89,Car,,0,0
2173,E10_3,59.5,13.65,2131,1.54,#NAME?,2.1,0,tripinfo_s2.181 fcd_s2.181,42,s2.181,0,206.78,0.98,0,25.99,Car,,1,16
2174,E10_3,59.5,15.5,2153,0.01,#NAME?,2.1,0,tripinfo_s2.183 fcd_s2.183,21,s2.183,0,206.78,1.12,0,7.07,Car,,0,0
2180,E9_2,52.3,13.83,2162,2,#NAME?,2.1,0,tripinfo_e3.60 fcd_e3.60,18,e3.60,0,194.23,1,0,3.4,Car,,0,0
2180,E8_3,50.56,13.74,2163,0.69,#NAME?,2.1,0,tripinfo_n2.191 fcd_n2.191,17,n2.191,0,210.23,0.99,0,1.14,Car,,0,0
2186,E10_3,59.5,11.86,2166,1.24,#NAME?,2.1,0,tripinfo_s2.184 fcd_s2.184,20,s2.184,0,206.78,0.85,0,1.7,Car,,0,0
2187,E8_2,50.56,15,2058,0.91,#NAME?,2.1,0,tripinfo_w1.192 fcd_w1.192,129,w1.192,0,230.99,1.08,0,112.88,Car,,1,107
2188,E2_2,63.53,11.91,2065,0.69,#NAME?,2.1,0,tripinfo_w3.203 fcd_w3.203,123,w3.203,0,190.93,0.86,0,105.56,Car,,1,101
2188,E8_3,50.56,13.31,2068,0.2,#NAME?,2.1,0,tripinfo_w1.193 fcd_w1.193,120,w1.193,0,230.99,0.96,0,101.85,Car,,1,96
2189,E2_2,63.53,13.69,2075,0.52,#NAME?,2.1,0,tripinfo_w3.204 fcd_w3.204,114,w3.204,0,190.93,0.99,0,99.19,Car,,1,93
2190,E10_2,59.5,11.99,2064,0,#NAME?,2.1,0,tripinfo_e1.172 fcd_e1.172,126,e1.172,0,230.72,0.86,0,106.6,Car,,1,103
2191,E10_3,59.5,11.48,2076,0,#NAME?,2.1,0,tripinfo_e1.173 fcd_e1.173,115,e1.173,0,230.72,0.83,0,94.23,Car,,1,90
2191,E8_3,50.56,10.96,2079,0.48,#NAME?,2.1,0,tripinfo_w1.194 fcd_w1.194,112,w1.194,0,230.99,0.79,0,90.3,Car,,1,85
2191,E10_2,59.5,15.07,2088,0,#NAME?,2.1,0,tripinfo_e1.174 fcd_e1.174,103,e1.174,0,230.72,1.09,0,87.66,Car,,1,80
2192,E2_2,63.53,12.85,2086,1.36,#NAME?,2.1,0,tripinfo_w3.205 fcd_w3.205,106,w3.205,0,190.93,0.93,0,89.28,Car,,1,83
2192,E8_3,50.56,15.57,2090,0.77,#NAME?,2.1,0,tripinfo_w1.195 fcd_w1.195,102,w1.195,0,230.99,1.12,0,86.72,Car,,1,77
2192,E10_3,59.5,12.49,2100,0,#NAME?,2.1,0,tripinfo_e1.175 fcd_e1.175,92,e1.175,0,230.72,0.9,0,73.18,Car,,1,67
2193,E2_2,63.53,13.08,2095,0.19,#NAME?,2.1,0,tripinfo_w3.206 fcd_w3.206,98,w3.206,0,190.93,0.94,0,82.44,Car,,1,75
2193,E8_3,50.56,15.96,2100,0.06,#NAME?,2.1,0,tripinfo_w1.196 fcd_w1.196,93,w1.196,0,230.99,1.25,0,79.55,Car,,1,68
2193,E10_2,59.5,12.96,2112,0,#NAME?,2.1,0,tripinfo_e1.176 fcd_e1.176,81,e1.176,0,230.72,0.93,0,62.68,Car,,1,57
2194,E10_3,59.5,12.38,2124,0,#NAME?,2.1,0,tripinfo_e1.177 fcd_e1.177,70,e1.177,0,230.72,0.89,0,50.4,Car,,1,45
2194,E10_2,59.5,12.81,2136,0,#NAME?,2.1,0,tripinfo_e1.178 fcd_e1.178,58,e1.178,0,230.72,0.92,0,39.83,Car,,1,34
2195,E2_2,63.53,13.57,2105,0.02,#NAME?,2.1,0,tripinfo_w3.207 fcd_w3.207,90,w3.207,0,190.93,0.98,0,74.81,Car,,1,67
2195,E8_3,50.56,12.77,2111,0.34,#NAME?,2.1,0,tripinfo_w1.197 fcd_w1.197,84,w1.197,0,230.99,0.92,0,65.29,Car,,1,58
2195,E10_3,59.5,15.05,2148,0,#NAME?,2.1,0,tripinfo_e1.179 fcd_e1.179,47,e1.179,0,230.72,1.08,0,30.99,Car,,1,22
2196,E2_2,63.53,15.38,2117,1.85,#NAME?,2.1,0,tripinfo_w3.208 fcd_w3.208,79,w3.208,0,190.93,1.11,0,65.99,Car,,1,56
2196,E8_3,50.56,14.58,2122,0.63,#NAME?,2.1,0,tripinfo_w1.198 fcd_w1.198,74,w1.198,0,230.99,1.05,0,57.8,Car,,1,49
2196,E10_2,59.5,14.02,2160,0,#NAME?,2.1,0,tripinfo_e1.180 fcd_e1.180,36,e1.180,0,230.72,1.01,0,18.64,Car,,1,12
2196,E10_3,59.5,12.41,2172,0,#NAME?,2.1,0,tripinfo_e1.181 fcd_e1.181,24,e1.181,0,230.72,0.89,0,5.16,Car,,0,0
2197,E8_3,50.56,14.09,2133,0.91,#NAME?,2.1,0,tripinfo_w1.199 fcd_w1.199,64,w1.199,0,230.99,1.01,0,47.59,Car,,1,39
